text,label
"A Relevant Person must appoint an individual as the MLRO who has an appropriate level of seniority, experience and independence to act in the role, with responsibility for implementation and oversight of its compliance with the Rules in the AML Rulebook. It must do so by completing and filing with the Regulator the appropriate form specified by the Regulator.",obligation
" General information to be included in Framework Contracts. Framework Contracts are contracts between Payment Service Providers and Payment Service Users enabling future execution of individual and successive Payment Transactions, using the payment service platform offered by the Payment Service Provider.  Such contracts are often used to establish Payment Accounts or the terms upon which Stored Value will be issued and redeemed, and typically govern the operation of the payment service, including the rights and obligations of Payment Service Providers and their respective Payment Service Users.",obligation
"As part of our risk-based approach to supervising firms, we may undertake periodic visits to Representative Offices and may also include Representative Offices in our thematic visits.",obligation
A material discrepancy includes multiple small discrepancies which occur over time which have a cumulative effect of being material.,obligation
"According to Policy 8.4.1, a category of beverages is tea. Within this category, Earl Grey is a specific variety.",non-obligation
"The steps set out above process will be considered, to the extent applicable, in each case. The details of Steps 1 to 4 will differ for cases against firms (section 8.5), and cases against individuals (section 8.6).",obligation
"For the purposes of Rule 3.10.2(c), an Authorised Person may include interim or year end net profits in CET1 Capital before the Authorised Person has approved its annual audited accounts confirming its final profit or loss for the year, but only where: (a) those profits have been reviewed by the external Auditor of the Authorised Person, which is responsible for auditing its accounts; and (b) the Authorised Person is fully satisfied that any foreseeable charge or dividend has been deducted from the amount of those net profits.",non-obligation
"An Authorised Person which holds or controls Client Money must comply with, and be able to demonstrate compliance with, the Client Money Rules in relation to that Client Money and have systems and controls in place to ensure that Client Money is identifiable and secure at all times.",obligation
"In particular, note that: a. Part 3 (Calculating Capital Requirements) applies to all firms, but with differentiated calculations for the Capital Requirement for the various Categories of Authorised Persons, as prescribed in Sections 3.4 and 3.6; b. Part 4 (Calculating Capital Resources) applies to all firms; and c. within Part 4, an exemption from the calculation of T2 Capital in relation to firms authorised to Manage a Profit Sharing Investment Account which is a PSIAu is prescribed in Rule 3.12.9. ",obligation
For deferred settlement purchases and sales transactions with a contractual settlement date exceeding (T + five business days): Credit RWA = E x CRW x the appropriate percentage from the table below:  ,non-obligation
The Coordinator is entitled to request additional reports for a comprehensive project assessment.,non-obligation
"A Recognised Clearing House may require that a trading venue comply with the operational and technical requirements established by the Recognised Clearing House, including the risk-management requirements.",obligation
"An Authorised Person should consider the following in establishing its systems and controls for the management of IT system risks: a. governance and oversight controls that ensure technology, including outsourcing arrangements, is aligned with and supportive of the Authorised Person's business objectives; b. an Authorised Person's organisation and reporting structure for technology operations, including adequacy of senior management oversight; and c. the appropriateness of the systems acquisition, development and maintenance activities, including the allocation of responsibilities between IT development and operational areas.",obligation
"Where any Securities included in the Official List are not admitted to trading in accordance with the requirement in subsection (5), such Securities shall be removed from the Official List.",obligation
A Relevant Person should be aware that customer relationships with family members or close associates of PEPs involve similar risks to those with PEPs themselves.,obligation
The financial landscape is being reshaped by the demand for custom-fit banking,non-obligation
The regulatory body received a proposal to amend the rules governing financial permissions.,non-obligation
"For the purposes of this Rule, any conduct that influences, or attempts to influence, the value, or process for the determination, of a Specified Benchmark in a manner that is false, misleading or manipulative, includes conduct referred to in section 104 of FSMR.",obligation
"Regarding the definitions in this section, simply offering consultation services does not establish one as a representative of another.",non-obligation
"An Authorised Person must maintain a clear separation of duties to ensure that an employee with responsibility for operating Client Accounts, or an employee that has authority over Safe Custody Assets, must not perform the reconciliations under Rule 15.9.1.",obligation
An Authorised Person that Provides Third Party Services must not hold Client Assets or Relevant Money unless they hold a Financial Services Permission for other Regulated Activities that allows them to hold Client Assets or Relevant Money.,obligation
"Among the various information gathering powers, we may require any person subject to our Rules to give information and produce documents about the relevant business (including all reports prepared by external parties such as consultants appointed by the Authorised Person or Recognised Body). When we require a person to provide information or give documents, we will give the person a written notice specifying what information or documents we require and the date by which the information or documents must be provided.",obligation
Any cash or other assets in the account for purposes other than trading OTC Leveraged Products do not represent funds available to meet the liability.,obligation
"The Board retains the right to (a) rescind a directive; or (b) alter it, provided there is a request, or consent is given by the implicated party.",non-obligation
"Liquidity Coverage Ratio (LCR). To ensure short-term resilience, a Banking Entity shall compute its Liquidity Coverage Ratio by: (a) aggregating the value of high-quality liquid assets (HQLA); (b) estimating total net cash outflows over a specified stress period; and (c) ensuring the ratio of HQLA to outflows remains above the regulatory minimum.",non-obligation
Investment Firms and ADGM entities are obligated to secure the required authorisation before proceeding with the issuance of any Common Equity Tier 1 Capital instruments.,non-obligation
Capital Expenditure Forecast.,non-obligation
The 'spot period' means the shortest time between T and: (a)  the contractual settlement date; (b)  the normal local market settlement date; and (c)  T + five business days.,obligation
"An Authorised Person must ensure, in the case of individuals seeking to perform the Controlled Functions of Senior Executive Officer, Money Laundering Reporting Officer or Compliance Officer that such individuals are able to demonstrate sufficient knowledge of relevant anti-money laundering requirements.",obligation
"In line with provision 8.3, overtime compensation is separate from and in addition to regular salary payments.",non-obligation
The new policy takes effect immediately within the city limits as per the council's decree.,non-obligation
Operational Efficiency. Settlement teams should strive for operational efficiency to reduce the occurrence of unsettled trades and the associated risk weightings.,non-obligation
Examples of a Responsible Officer might include an individual responsible for the overall strategic direction of an Authorised Person or a regional manager to whom a Senior Executive Officer reports and from whom he takes direction. ,obligation
The Authority reserves the right to establish benchmarks for Equity Assessment Procedures to ensure fairness in financial appraisals.,non-obligation
"In the eyes of the Regulator, a lengthy course of action aimed at achieving a certain outcome, including the outcome itself and the relevant steps along the way, could all fall under the definition of ""Precise"" information.",non-obligation
"In the event of regulatory updates, the Regulator will guide Credit Rating Agencies through the transition.",non-obligation
General Requirements,non-obligation
"For the purposes of sub paragraph (2)(c) a person does not select, modify or otherwise exercise control over the content of a communication merely by removing or having the power to remove material (a) which is, or is alleged to be, illegal, defamatory or in breach of intellectual property laws; (b) in response to a request to a body which is empowered by or under any enactment to make such a request; or (c) when otherwise required to do so by law.",non-obligation
Internal reporting requirements,non-obligation
"Capital Requirements for securitisations with Early Amortisation provisions. For an Authorised Person subject to the Capital Requirement referred to in Rule 4.14.51, the maximum Credit RWA calculated under that Rule must not exceed the greater of the following: (a) the RWA amounts calculated in respect of its positions in the investors' interest; or (b) the RWA amounts that would be calculated in respect of the securitised Exposures, if those had not been securitised.",obligation
Powers of the Regulator ,non-obligation
"Authorised Persons should use this internal model to calculate a number which adequately measures all price risks at the 99.9 % confidence interval over a time horizon of one year under the assumption of a constant level of risk, and adjusted where appropriate to reflect the impact of liquidity, concentrations, hedging and optionality. Authorised Persons should calculate this number at least weekly.",obligation
"Restitution is intended to restore a person to the position they would have been in had there not been a contravention. Under sections 239 and 240 of FSMR, we may seek a Court Order for restitution, and pursuant to section 241 of FSMR we also have a power to require restitution.",obligation
"The waiver extension proposal is in the public comment phase, allowing for input from all interested parties.",non-obligation
The Participant may opt out of the study at any point without penalty.,non-obligation
Requirement to give warning notices,non-obligation
Consolidated supervision by the Regulator ensures uniform adherence to financial standards.,non-obligation
Exposures to Issuers. An Authorised Person must calculate the value of an Exposure to the Issuer of a Security that is held in the Authorised Person's Trading Book by calculating the excess of the current market value of all long positions over all short positions in all the Securities issued by that Issuer.,obligation
"""Know your business partner"" is as important as ""Know Your Customer"". A Relevant Person is therefore required to verify the identity of a prospective business partner and to obtain evidence of it. The same documentation that is used to identify customers should be obtained from the business partner prior to conducting any business.",obligation
"This provision grants the Oversight Body the flexibility to adjust a Market Operations Permit, allowing for the insertion of conditions that would be valid in the context of a new permit issuance as per the guidelines of section 45.",non-obligation
A Recognised Clearing House shall accede to or refuse a formal request for access by a trading venue within three months of such a request.,obligation
"The policy must be documented and include the Authorised Person's risk appetite and how it identifies, assesses, mitigates, controls and monitors that risk.",obligation
A Third Party Provider must put in place and utilise adequate and effective complaint resolution procedures for the settlement of complaints from Customers about the rights and obligations arising under this Chapter.,obligation
"Pursuant to Clause D4.6, every Affected Party is obliged to observe any instruction, code, limitation, accountability, or duty imposed on such a party under the Governing Legislation.",non-obligation
"In the event of a breach of the Market Risk Capital Requirement, the Regulator could mandate a revision of the trading book or restrict certain market activities.",non-obligation
"Regardless of what time during the day the Client Money was received by the Authorised Person,  an Authorised Person which remits all Client Money to the Client or as the Client may direct within one day is not obligated to maintain a Client Money Account.",obligation
An Authorised Person must only use external credit assessments by a recognised ECAI for the purposes of mapping the ratings from that ECAI to Credit Quality Grades. The Regulator may impose conditions on the use of such external credit assessments.,non-obligation
A certificate given under sub-paragraph (3) and not revoked is conclusive evidence of the matters certified.,obligation
Attribution of all Long-Term Insurance contracts All contracts of Long-Term Insurance effected by a Captive Insurer must be attributed to a Long-Term Insurance Fund.,obligation
"We may impose such conditions on relief as we may see fit, and a notice may specify that the relevant waiver or modification may be available for only a specified period of time, after which time it will cease to apply.",obligation
"Notification if LCR Requirement is not met . An Authorised Person must notify the Regulator in writing immediately if it does not meet, or becomes aware of circumstances that may result in it not meeting, at any time, its LCR Requirement (including during a period of stress referred to in Rule 9.3.8).",obligation
"If deemed sufficiently liquid, the Monetary Council may occasionally allow an institution to allocate stable, long-term assets within the eight-day liquidity horizon.",non-obligation
"Where an Application for Approval under section 44 is granted subject to conditions, the Authorised Person concerned may apply to the Regulator to vary the Approval by (a) varying a condition; (b) removing a condition; or (c) imposing a new condition.",obligation
[Reserved],non-obligation
"In accordance with Section 3.4, entities must maintain a comprehensive log of data breaches, including minor incidents, for at least five years.",non-obligation
"Where a responsibility has been allocated to more than one individual, the record must show clearly how that responsibility is allocated between the individuals. ",obligation
The exemption does not apply to the extent that the communication contains any statements not so required or expressly permitted.,obligation
"A Fund Manager of a Qualified Investor Fund, when notifying the Regulator pursuant to Section 112 of the FSMR, must also include a general description of the Fund including the nature of its investments and the intended size of the Fund in monetary terms, and such other information as the Regulator may from time to time request.",obligation
"There is excluded from paragraph 56 any activity carried on by a person if (a) he is a member of a Group and the assets in question belong to another member of the same Group; or (b) he is or proposes to become a participator in a Joint Enterprise with the person to whom the assets belong, and the assets are managed for the purposes of or in connection with that enterprise.",obligation
In accordance with Rule 15.11.A.2 Money received under the Title Transfer Collateral Agreement from a Professional Client is not Client Money.,obligation
"A Relevant Person may rely on the following third parties to conduct one or more of the elements of CDD on its behalf: (a) an Authorised Person or Recognised Body; (b) a law firm, notary, or other independent legal business, accounting firm, audit firm or insolvency practitioner or an equivalent Person in another jurisdiction; (c) a Financial Institution; (d) a member of the Relevant Person's Group; or (e) other specialised utilities for the provision of outsourced AML/TFS services.",obligation
"Abusive squeezes. Squeezes occur relatively frequently when the proper interaction of supply and demand leads to market tightness, but this does not of itself indicate that there has been Market Abuse.  Having the power significantly to influence the supply of, or demand for, or delivery mechanisms for a Financial Instrument, an Accepted Virtual Asset or an Accepted Spot Commodity (e.g. through ownership, borrowing or reserving the Financial Instrument, an Accepted Virtual Asset or an Accepted Spot Commodity in question) does not of itself amount to Market Abuse.",obligation
Prospectus disclosure for Domestic Funds,non-obligation
"REGULATORY REQUIREMENTS Due to the very nature of collaboration and innovation that an API economy encourages amongst the financial services sector and others, the FSRAs expectations regarding API Consumers and Providers and maintaining a safe, sound and trusted financial services ecosystem are set out in this Guidance. ",obligation
A Relevant Person should undertake a review under Rule 8.6.1(d) and (e) particularly when: (a) the Relevant Person changes its CDD documentation requirements; (b) an unusual Transaction with the customer is expected to take place; (c) there is a material change in the business relationship with the customer; or (d) there is a material change in the nature or ownership of the customer.,obligation
Notification Requirement applicable to Exempt Funds and Qualified Investor Funds,obligation
"For the purposes of clarity and efficacy, the Regulator retains the right to amend or introduce supplementary Rules.",non-obligation
Authorised Persons receive notifications from the Regulator regarding their obligations under the consolidated supervision framework.,non-obligation
Liquidity Coverage Ratio Analysis.,non-obligation
"An asset is Eligible Green Fund Property if it is: (a) considered environmentally sustainable or equivalent under an Acceptable Green Taxonomy, provided that only one Acceptable Green Taxonomy is used by an ADGM Green Fund; or (b) included in or otherwise tracks an EU Paris Aligned Benchmark.",obligation
An Authorised Person must determine the portion of holdings of all the capital instruments that is risk weighted by dividing the amount specified in (a) by the amount specified in (b): (a) the amount of holdings required to be risk weighted pursuant to Rule 3.10.17(1); (b) the aggregate amount of direct and indirect holdings by the Authorised Person of all the capital instruments of Relevant Entities in which the Authorised Person does not have a significant investment.,obligation
"In line with Regulation 5.3 of the Investment Firms Code, the Supervisory Authority may require detailed risk assessments from firms managing high-value portfolios.",non-obligation
Corporate asset class. An Authorised Person must risk weight any short term CR Exposure in the corporate asset class with an issue specific external credit assessment in accordance with the following table: Risk Weights for short term CR Exposures in the corporate asset class with issue specific external credit assessments.   ,non-obligation
Frequency of stress testing. An Authorised Person must carry out the evaluations required by Rule 7.2.1 as frequently as necessary for it to be reasonably satisfied that it has at all times a sufficient understanding of the degree to which it is exposed to the risks referred to in that Rule and the nature of that Exposure. In any case it must carry out those evaluations no less frequently than required by Rule 7.2.6.,obligation
Information Technology (IT) systems,non-obligation
"Third Party Providers liability for unauthorised Third Party Transactions. The Third Party Provider must provide a refund under Rule 20.12.1 as soon as practicable, and in any event no later than the end of the day following the day on which it has confirmed that the Third Party Transaction was unauthorised or incorrectly executed.",obligation
A Captive Insurer must have and maintain at all times financial resources of the kinds and amounts required by and calculated in accordance with this Chapter.,obligation
Credit conversion factors provide a standardized way to assess the risk of off-balance sheet exposures.,non-obligation
RISK MANAGEMENT POLICIES Even firms not typically under the purview of financial authorities may be required to adopt robust risk management frameworks.,non-obligation
"A Recognised Investment Exchange shall not permit trading of Securities on its facilities unless those Securities are admitted to, and not suspended from, the Official List except where otherwise prescribed in the Rules made by the Regulator. ",obligation
An Authorised Person is also required to measure and Vega risks in order to calculate the total capital charge. These sensitivities will be calculated according to an approved proprietary Options pricing model.,obligation
A Fund Manager must take all reasonable steps and exercise all due diligence to ensure that the register is kept complete and up to date.,obligation
"Risk Weights Central government and central bank asset class For any CR Exposure to any other central government or central bank which is denominated and funded in the local currency of that jurisdiction, an Authorised Person may apply such risk weights as may be specified by the banking regulator of that jurisdiction.  ",obligation
"Complaints. We endeavour to complete assessments within 28 days of receipt of a complaint. However, some assessments may take longer, depending on the nature and complexity of the complaint.",obligation
"The overall net open position is measured by aggregating: (a) the sum of the net short positions or the sum of the net long positions, whichever is the greater; plus (b) the net position (short or long) in gold, regardless of sign.",obligation
Every Captive Insurer must arrange for an actuarial investigation to be made into its financial condition in respect of its Long-Term Insurance Business.  Such investigation must include a determination of the liabilities of the Captive Insurer attributable to its Long-Term Insurance Business and an investigation of the assets and liabilities of every Long-Term Insurance Fund maintained or deemed to be maintained by it (including a determination of surplus in each such fund).,obligation
The Committee reserves the right to request additional documentation from the Participant in accordance with the guidelines set forth in this document.,non-obligation
"Derivative Instruments do not represent ownership of physical assets, but rather the contractual rights and obligations related",non-obligation
Exclusions from Specific Risk models. An Authorised Person may choose not to capture default and migration risks for debt instruments in its internal model where it is capturing those risks through internal models for incremental default and migration risk.  ,obligation
"In determining if a Person is a DNFPB the Regulator will adopt a substance over form approach. That is, it will consider what business or profession is in fact being carried on, and its main characteristics, and not just what business or profession the Person purports, or is licensed, to carry on in the ADGM.",obligation
"Where a Captive Insurer arranges its affairs such that a Captive Cell or Long-Term Insurance Fund maintained by it pays or receives income in the form of interest, dividends, rental, recharge of management expenses or other investment income, from another reporting unit of the Captive Insurer, that income must be shown gross as an expense in the reporting unit bearing the expense, and as income in the reporting unit receiving the income. Where, however, the same reporting unit records the income and the expense, the two must be netted.",obligation
"At the conclusion of an investigation, based on analysis of the information gathered and the Investigators findings, we may elect to take no further action or to pursue one or more of the remedies available.",obligation
The dissemination,non-obligation
The following Guidance sets out the Regulator's views about how the Table in Rule A10.2.15 should be applied to different items. ,obligation
"As stipulated in clause 5(a), the Commission shall enforce",non-obligation
Total Risk Exposure Amount. An Authorised Person must multiply the individual capital requirements referred to under points 3.5.7(b) to 3.5.7(e) by a factor of 12.5 in order to determine the Risk Exposure Amounts associated with those elements of the Total Risk Exposure Amount.,obligation
"For the purposes of (1)(a), an equity is the same as another, only if they enjoy the same rights in all respects and are fungible with each other. Calculation of the Equity Risk Capital Requirement",non-obligation
"Prior to adopting any significant changes to its investment strategy, the asset management company must notify its primary regulator.",non-obligation
"Stored Value. Where before the termination of the Framework Contract a Payment Service User that is a Natural Person makes a request for redemption of Stored Value, the Payment Service User may request redemption of the monetary value of the Stored Value in whole or in part, and the Payment Service Provider must redeem the amount so requested, subject to any Fee imposed in accordance with Rule 19.15.5(2).",obligation
"An Authorised Person must not, in any form of communication with a Person, attempt to limit or avoid any duty or liability it may have to that Person or any other Person under the ADGM Founding Law or FSMR.",obligation
No right or remedy arising subsequently to the property being provided as margin or as Default Fund Contribution may be enforced so as to prevent or interfere with the application of the property by the Recognised Body or Remote Body in accordance with its rules.,obligation
Action taken under Default Rules has led to a more regulated and transparent market environment,non-obligation
"A Fund Manager, or any other Authorised Person making an Offer of a Unit of a Domestic Fund or otherwise marketing a Domestic Fund, must not include the term ""Real Estate Investment Trust"" or ""REIT"" or refer to a Fund or otherwise hold out a Fund as being a Real Estate Investment Trust or a REIT, unless it is a Property Fund which complies with (2).",obligation
The ongoing sol,non-obligation
"Principles 1, 2 and 3 apply in a Prudential Context to an Authorised Person with respect to Activities wherever they are carried on. ",obligation
"In addition to the power to withdraw or vary an Approved Persons Approval (see paragraph 5.6), under section 233(2) of FSMR, we may suspend, for such period as we consider appropriate, an Approval given in relation to the performance of a Controlled Function. The Regulator may exercise this power in circumstances where it considers that the Approved Person has committed a contravention of FSMR.",non-obligation
Principles for business line mapping. All activities should be mapped into the eight level 1 business lines in a mutually exclusive and jointly exhaustive manner.,obligation
" Block trades, including bought deals, and private placements are not within the scope of this Chapter because they involve an outright purchase by an Authorised Person of the relevant Securities.",obligation
"If the Regulator discerns a breach of regulations, it can invoke its power to halt the Approved Person's financial operations.",non-obligation
Application for a global liquidity concession,non-obligation
"Attempting to deal. Section 92(2) provides that an Insider shall not directly or indirectly ""deal or attempt to deal in a Financial Instrument , an Accepted Virtual Asset or an Accepted Spot Commodity or Related Instrument"" on the basis of Inside Information.",obligation
"An application pursuant to Section 107 of the FSMR for the registration of a Public Fund must be made to the Regulator by the legal Person which is to be the Fund Manager of a Domestic Fund. If the Fund is an Investment Trust, then the Trustee and Fund Manager must jointly apply.",obligation
Exclusions,non-obligation
"Pertaining to the Marketing Limitations, ""broadcast"" shall also imply ensuring a broadcast is carried out.",non-obligation
"If an undertaking appears to jeopardize the principles of the Institution, a denial may be issued.",non-obligation
"Under rule 8(b), any financial institution aiming to enhance its Tier 2 Capital must first secure a sanction from the Central Bank, ensuring all proposed instruments comply with the prevailing capital adequacy framework.",non-obligation
The measures outlined become valid upon the date of formal endorsement.,non-obligation
"The evaluation of Counterparty Risk is a necessary step in the risk assessment of a loan, as directed in Chapter 4, to ensure comprehensive risk management.",non-obligation
"(2) If it appears to the Regulator that a Recognised Body or Remote Body (a) is failing, or has failed, to satisfy the Recognition Requirements or Remote Recognition Requirements, as applicable; or (b) is failing, or has failed, to comply with any other obligation imposed on it by or under these Regulations; it may make an order revoking the Recognition Order for that body.",obligation
"Protecting virtual assets, including cryptocurrencies, demands stringent security measures and is considered a specialized financial service.",non-obligation
PART 4  Calculating Capital Resources. Tier 2 capital,obligation
"Cash should be reconciled to the bank account regularly, with outstanding items promptly followed up, and a full reconciliation sent to the trustee or depositary monthly.",obligation
The committee reserves the right to modify the rules at any time.,non-obligation
The FSMR encourages proactive compliance through a system of incentives and penalties.,non-obligation
The Financial Watchdog could demand the Regulated Unit to have a signed statement from its Auditor confirming that the modification of the financial year conclusion doesn't warp the financial representation of the Regulated Unit.,non-obligation
Non-compliance with established standards may result in regulatory pushback or even rejection of API deployment.,non-obligation
Residential mortgage lending carries distinct risk profiles.,non-obligation
It is within the Regulator's remit to take any measures it finds necessary to effectively carry out its responsibilities.,non-obligation
This Chapter does not apply to a Representative Office. ,obligation
"SOAP APIs, on the other hand, rely on XML messages and predefined standards to ensure strict communication contracts between client and server.",non-obligation
"They are expected to conduct their business with the utmost good faith, prioritizing the interests of their policyholders.",non-obligation
Modifications The Regulator may by Rules modify any provision in this Chapter where necessary for the purpose of furthering one or more of its objectives.  ,non-obligation
"To ensure the stability of the financial sector, the Regulator is vested with the authority to issue Resolution Orders, effectively utilizing the Bail-in Tool for institutions, excluding ADGM Branches.",non-obligation
"Where a Low Value Payment Instrument is used anonymously or the Payment Service Provider is not in a position, for other reasons concerning the Low Value Payment Instrument, to prove that a Payment Transaction was authorised, the following Rules do not apply: (a) Rule 19.18.1 (Evidence on authentication and execution of Payment Transactions); (b) Rule 19.19.1 (Payment Service Providers liability for unauthorised Payment Transactions); and (c) Rule 19.20.1 (Payers or Payees liability for unauthorised Payment Transactions).",obligation
[Deleted],non-obligation
"The activity. Providing Money Services Providing currency exchange, Money Remittance or Payment Services  is a specified kind of activity. ",obligation
"In addition to the requirements specific to Exempt Funds, such a Fund must also meet, except where otherwise provided, the other requirements that are common to all Domestic Funds, which are set out in Rules 11 and 12 of these Rules.",obligation
"It is the responsibility of Authorised Persons to judiciously manage Credit Risk, thereby fortifying their capital against any losses that may arise from their credit activities.",non-obligation
"Generally a firm will not be able to undertake mass marketing activities relating to Units of Exempt Funds because such marketing would not meet the Private Placement requirement, and would be likely to amount to a public offer, which can only be made in respect of a Unit of a Public Fund.",obligation
"Pursuant to article 5.2, all disputes arising from this contract shall be resolved through binding arbitration in accordance with the rules outlined in appendix II.",non-obligation
Clearing houses are required to fulfill specific Recognition Requirements to maintain their status as Recognised Bodies.,non-obligation
Capitalized terms used herein but not defined shall have the meanings ascribed to them in the Securities Legislation unless the context dictates otherwise.,non-obligation
"A Payment Service User is entitled to redress under this Chapter only if it notifies its Payment Service Provider without undue delay, and in any event no later than twelve months after the debit date, on becoming aware of any unauthorised or incorrectly executed Payment Transaction.",obligation
The organization has expressed its willingness to maintain its focus on customer satisfaction enhancements.,non-obligation
"Companies with ready-to-market FinTech products that adhere to current regulations can leverage the existing ADGM channels for launch, rather than seeking endorsement from the RegLab.",non-obligation
An Authorised Person may not appoint under (1) an individual to carry out the Controlled Functions of a Licensed Director or Licensed Partner.,obligation
These Regulations mandate that the ADGM will adhere to the directives set forth in the Cabinet Resolution.,non-obligation
Imposition and variation of requirements. Assets Requirement,non-obligation
"An asset should be subject to ongoing assessment to ensure it meets the criteria in Rule 3.8.12. For example, a green bond that fails to retain the positive opinion of a third party following its post-issuance review should be reassessed by the Investment Manager in terms of whether it can still be considered an Eligible Climate Transition Portfolio Asset. An Investment Manager should document its considerations regarding ongoing assessment of the appropriateness of classifying assets as Eligible Climate Transition Portfolio Assets.",obligation
Requests for exemptions must be submitted in accordance with the guidelines we have established.,non-obligation
"Captive Insurance Operations refer to the activity of underwriting or executing Insurance Contracts by a Captive Insurer classified as either Class 1, Class 2, Class 3, or Class 4.",non-obligation
Attorney fees are often exempt from certain financial calculations.,non-obligation
"The Authority has the power to decree that specific contractual agreements do not constitute a merger, provided they align with identified criteria.",non-obligation
The Gover,non-obligation
"An Authorised Person must have a reasonable basis for classifying a Person as falling within the list of ""deemed"" Professional Clients above, including by inspecting copies of any necessary supporting documentation and keeping records of the same. ",obligation
"A statement made to an Investigator by a person in compliance with an Information Requirement under these Regulations is admissible in evidence in any proceedings, so long as it also complies with any requirements governing the admissibility of evidence in the circumstances in question.",obligation
"isclosure of information relating to Remuneration structure and strategy: The Regulator may, pursuant to its supervisory powers, require additional information relating to the Remuneration structure and strategy of an Authorised Person to assess whether the general elements relating to Remuneration under Rule 3.3.42(1) are met by the Authorised Person. Any significant changes to the Remuneration structure and strategy should also be notified to the Regulator before being implemented. ",non-obligation
The purpose of these notifications is to ensure that the Regulator is informed of any significant changes to the Authorised Person's corporate governance framework and Remuneration structure and strategies.,obligation
"Open APIs invite innovation, providing a canvas for developers to create and expand upon without restrictive barriers.",non-obligation
Our approach to authorisation ,non-obligation
A Fund Manager of an Investment Trust must ensure that instructions it gives to the Trustee in relation to the Fund Property are in accordance with the Trust Deed and the Prospectus.,obligation
Exclusion. Order Routing,non-obligation
Premium risk component for a Captive Cell,non-obligation
The Supervisory Committee may reframe any part of this Chapter to ensure alignment with its overarching purposes.,non-obligation
Each Authorised Person and Recognised Body must prepare financial statements for each financial year of the Authorised Person or Recognised Body.,obligation
"Potential Future Exposure . The PFE consists of (i) an aggregate add-on component, which consists of add-ons calculated for each asset class and (ii) a multiplier that allows for the recognition of excess collateral or negative mark-to-market value for the transactions.",obligation
"For the purposes of this chapter, a PFP Client, which accesses a Private Financing Platform, is a Client of the Authorised Person.",obligation
Investigations,non-obligation
"It is imperative for an Authorised Person to monitor the concentration risk posed by its creditors, especially within interconnected groups.",non-obligation
The Regulator may prescribe standards for the purpose of a Pre-Resolution Valuation or Definitive Valuation.,non-obligation
"Subsection (1) applies to any person subject to Rules made under these Regulations, including Authorised Persons, Recognised Bodies, Controllers, Approved Persons, or any person connected to such person and their employees.",obligation
This Rule mandates comprehensive reporting standards to promote clarity in OTC derivatives markets.,non-obligation
"The second set of conditions is (a) that the premises specified in the order are premises of an Authorised Person, Recognised Body or Remote Body ; (b) that there are on the premises Documents or information in relation to which an Information Requirement could be imposed; and (c) that if such a requirement were to be imposed (i) it would not be complied with; or (ii) the Documents or information to which it related would be removed, tampered with or destroyed.",obligation
General prohibition,non-obligation
"In this section, ""early intervention measure"" means a measure which may be taken by the Regulator in the exercise of its powers under these Regulations and the Financial Services and Markets Regulations 2015, with the object of addressing the conditions referred to in subsection (1).",obligation
"A Relevant Person must review the effectiveness of its AML/TFS policies, procedures, systems and controls at least annually.",obligation
 ,non-obligation
Payment Accounts and outsourcing of operational functions,obligation
"The requirement to disclose the information under Rule 7.6.4 does not apply where an Insurance Intermediary acts solely on behalf of a single insurer, and this fact has been disclosed to the Client.",obligation
"Utilizing standard HTTP operations, RESTful APIs facilitate a universal method for data manipulation.",non-obligation
The Regulator expects Branches to provide to the Regulator notification of significant changes that are relevant to the Branch operations. ,obligation
Penalty Guidance,non-obligation
"As a risk-based regulator, priority will be given to those areas which pose the biggest risk to achieving our objectives.",obligation
An Authorised Person may Provide Credit to a Retail Client only where: (a) the Retail Client is an Undertaking; and (b) the Credit Facility is provided to the Retail Client for a business purpose.,obligation
The intricacies of a firm's structure influence our trust in external regulatory supervision.,non-obligation
The onus for proving that reasonable grounds existed for the purposes of subsection (1) is on the person who made the statement or caused the statement to be made.,obligation
"Name of the Fund. The Fund Manager and, if appointed, the Trustee of a Fund must ensure that the name of the Fund or any Sub-Fund or class of Units in the Fund or Sub- Fund, is not undesirable, misleading or in conflict with the name of another Fund or another Sub-Fund or class of Units in the Fund or Sub-Fund.",obligation
Creditor hierarchy,non-obligation
"Any decision made under these Regulations by the Regulator or Rules made by the Regulator which may affect the rights or liabilities of a person or otherwise adversely affect the interests of a person, may be referred by that person to the Appeals Panel for a full merits review .",obligation
A Representative Office must at all times be fit and proper to hold a Financial Services Permission.,obligation
"Upon determining that an individual fails to meet the necessary standards, the Regulator is empowered to issue a Prohibition Order concerning any function associated with a Regulated Activity conducted by an Authorised Person.",non-obligation
Liquidity Coverage Ratio (LCR). Financial institutions must monitor their Liquidity Coverage Ratio to ensure they have sufficient high-quality liquid assets to withstand a 30-day stressed funding scenario by: (a) categorizing assets into high-quality liquid assets (HQLA) and non-HQLA; (b) calculating total net cash outflows expected during the stress period; and (c) maintaining an LCR above the regulatory minimum threshold.,non-obligation
"Proportionate application to Authorised Persons depending on the nature of their business: Those considerations set out in Guidance items 5  7 under Rule 3.3.41 apply equally to the way in which the Remuneration structure and strategies related requirement in Rule 3.3.42 is designed to apply to an Authorised Person. Accordingly, whilst most Category 4 Authorised Persons may have simple arrangements to achieve the outcome of aligning performance outcomes and risks associated with Remuneration structure and strategies, Banks, Insurers and dealers are expected to have more stringent measures to address such risks.  ",obligation
Independence,non-obligation
MARKET MANIPULATION,non-obligation
